order_id,product_id,customer_id,employee_id,shipper_id,order_date,required_date,shipped_date,ship_status,ship_city,ship_region,ship_postal_code,ship_country,trx_unit_price,quantity,discount,discount_pct,net_sales,freight_alloc,sales_plus_freight,is_late,is_risk
10471,7,BSBEV,2,3,2024-08-22,2024-09-19,2024-08-29,On time,London,,EC2 5NT,UK,24.0,30,0.0,0,720.0,24.72,744.72,0,0
10471,56,BSBEV,2,3,2024-08-22,2024-09-19,2024-08-29,On time,London,,EC2 5NT,UK,30.4,20,0.0,0,608.0,20.87,628.87,0,0
10472,24,SEVES,8,1,2024-08-23,2024-09-20,2024-08-30,On time,London,,OX15 4NB,UK,3.6,80,0.05,5,273.6,1.11,274.71,0,0
10472,51,SEVES,8,1,2024-08-23,2024-09-20,2024-08-30,On time,London,,OX15 4NB,UK,42.4,18,0.0,0,763.2,3.09,766.29,0,0
10473,33,ISLAT,1,3,2024-08-24,2024-09-07,2024-09-01,On time,Cowes,Isle of Wight,PO31 7PJ,UK,2.0,12,0.0,0,24.0,1.71,25.71,0,0
10473,71,ISLAT,1,3,2024-08-24,2024-09-07,2024-09-01,On time,Cowes,Isle of Wight,PO31 7PJ,UK,17.2,12,0.0,0,206.4,14.66,221.06,0,0
10474,14,PERIC,5,2,2024-08-24,2024-09-21,2024-09-01,On time,MÃ©xico D.F.,,5033,Mexico,18.6,12,0.0,0,223.2,14.92,238.12,0,0
10474,28,PERIC,5,2,2024-08-24,2024-09-21,2024-09-01,On time,MÃ©xico D.F.,,5033,Mexico,36.4,18,0.0,0,655.2,43.79,698.99,0,0
10474,40,PERIC,5,2,2024-08-24,2024-09-21,2024-09-01,On time,MÃ©xico D.F.,,5033,Mexico,14.7,21,0.0,0,308.7,20.63,329.33,0,0
10474,75,PERIC,5,2,2024-08-24,2024-09-21,2024-09-01,On time,MÃ©xico D.F.,,5033,Mexico,6.2,10,0.0,0,62.0,4.14,66.14,0,0
10475,31,SUPRD,9,1,2024-08-25,2024-09-22,2024-09-15,On time,Charleroi,,B-6000,Belgium,10.0,35,0.15,15,297.5,13.54,311.04,0,0
10475,66,SUPRD,9,1,2024-08-25,2024-09-22,2024-09-15,On time,Charleroi,,B-6000,Belgium,13.6,60,0.15,15,693.6,31.57,725.17,0,0
10475,76,SUPRD,9,1,2024-08-25,2024-09-22,2024-09-15,On time,Charleroi,,B-6000,Belgium,14.4,42,0.15,15,514.08,23.4,537.48,0,0
10476,55,HILAA,8,3,2024-08-28,2024-09-25,2024-09-04,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,19.2,2,0.05,5,36.48,0.89,37.37,0,0
10476,70,HILAA,8,3,2024-08-28,2024-09-25,2024-09-04,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,12.0,12,0.0,0,144.0,3.52,147.52,0,0
10477,1,PRINI,5,2,2024-08-28,2024-09-25,2024-09-05,On time,Lisboa,,1756,Portugal,14.4,15,0.0,0,216.0,5.04,221.04,0,0
10477,21,PRINI,5,2,2024-08-28,2024-09-25,2024-09-05,On time,Lisboa,,1756,Portugal,8.0,21,0.25,25,126.0,2.94,128.94,0,0
10477,39,PRINI,5,2,2024-08-28,2024-09-25,2024-09-05,On time,Lisboa,,1756,Portugal,14.4,20,0.25,25,216.0,5.04,221.04,0,0
10478,10,VICTE,2,3,2024-08-29,2024-09-12,2024-09-06,On time,Lyon,,69004,France,24.8,20,0.05,5,471.2,4.81,476.01,0,0
10479,38,RATTC,3,3,2024-08-30,2024-09-27,2024-09-01,On time,Albuquerque,NM,87110,USA,210.8,30,0.0,0,6324.0,427.17,6751.17,0,0
10479,53,RATTC,3,3,2024-08-30,2024-09-27,2024-09-01,On time,Albuquerque,NM,87110,USA,26.2,28,0.0,0,733.6,49.55,783.15,0,0
10479,59,RATTC,3,3,2024-08-30,2024-09-27,2024-09-01,On time,Albuquerque,NM,87110,USA,44.0,60,0.0,0,2640.0,178.33,2818.33,0,0
10479,64,RATTC,3,3,2024-08-30,2024-09-27,2024-09-01,On time,Albuquerque,NM,87110,USA,26.6,30,0.0,0,798.0,53.9,851.9,0,0
10480,47,FOLIG,6,2,2024-08-31,2024-09-28,2024-09-04,On time,Lille,,59000,France,7.6,30,0.0,0,228.0,0.41,228.41,0,0
10480,59,FOLIG,6,2,2024-08-31,2024-09-28,2024-09-04,On time,Lille,,59000,France,44.0,12,0.0,0,528.0,0.94,528.94,0,0
10481,49,RICAR,8,2,2024-08-31,2024-09-28,2024-09-05,On time,Rio de Janeiro,RJ,02389-890,Brazil,16.0,24,0.0,0,384.0,16.78,400.78,0,0
10481,60,RICAR,8,2,2024-08-31,2024-09-28,2024-09-05,On time,Rio de Janeiro,RJ,02389-890,Brazil,27.2,40,0.0,0,1088.0,47.55,1135.55,0,0
10482,40,LAZYK,1,3,2024-09-01,2024-09-29,2024-09-21,On time,Walla Walla,WA,99362,USA,14.7,10,0.0,0,147.0,7.48,154.48,0,0
10483,34,WHITC,7,2,2024-09-04,2024-10-02,2024-10-06,Late,Seattle,WA,98124,USA,11.2,35,0.05,5,372.4,8.51,380.91,1,1
10483,77,WHITC,7,2,2024-09-04,2024-10-02,2024-10-06,Late,Seattle,WA,98124,USA,10.4,30,0.05,5,296.4,6.77,303.17,1,1
10484,21,BSBEV,3,3,2024-09-04,2024-10-02,2024-09-12,On time,London,,EC2 5NT,UK,8.0,14,0.0,0,112.0,2.0,114.0,0,0
10484,40,BSBEV,3,3,2024-09-04,2024-10-02,2024-09-12,On time,London,,EC2 5NT,UK,14.7,10,0.0,0,147.0,2.62,149.62,0,0
10484,51,BSBEV,3,3,2024-09-04,2024-10-02,2024-09-12,On time,London,,EC2 5NT,UK,42.4,3,0.0,0,127.2,2.27,129.47,0,0
10485,2,LINOD,4,2,2024-09-05,2024-09-19,2024-09-11,On time,I. de Margarita,Nueva Esparta,4980,Venezuela,15.2,20,0.1,10,273.6,11.13,284.73,0,0
10485,3,LINOD,4,2,2024-09-05,2024-09-19,2024-09-11,On time,I. de Margarita,Nueva Esparta,4980,Venezuela,8.0,20,0.1,10,144.0,5.86,149.86,0,0
10485,55,LINOD,4,2,2024-09-05,2024-09-19,2024-09-11,On time,I. de Margarita,Nueva Esparta,4980,Venezuela,19.2,30,0.1,10,518.4,21.09,539.49,0,0
10485,70,LINOD,4,2,2024-09-05,2024-09-19,2024-09-11,On time,I. de Margarita,Nueva Esparta,4980,Venezuela,12.0,60,0.1,10,648.0,26.37,674.37,0,0
10486,11,HILAA,1,2,2024-09-06,2024-10-04,2024-09-13,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,16.8,5,0.0,0,84.0,2.02,86.02,0,0
10486,51,HILAA,1,2,2024-09-06,2024-10-04,2024-09-13,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,42.4,25,0.0,0,1060.0,25.44,1085.44,0,0
10486,74,HILAA,1,2,2024-09-06,2024-10-04,2024-09-13,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,8.0,16,0.0,0,128.0,3.07,131.07,0,0
10487,19,QUEEN,2,2,2024-09-06,2024-10-04,2024-09-08,On time,Sao Paulo,SP,05487-020,Brazil,7.3,5,0.0,0,36.5,2.92,39.42,0,0
10487,26,QUEEN,2,2,2024-09-06,2024-10-04,2024-09-08,On time,Sao Paulo,SP,05487-020,Brazil,24.9,30,0.0,0,747.0,59.67,806.67,0,0
10487,54,QUEEN,2,2,2024-09-06,2024-10-04,2024-09-08,On time,Sao Paulo,SP,05487-020,Brazil,5.9,24,0.25,25,106.2,8.48,114.68,0,0
10488,59,FRANK,8,2,2024-09-07,2024-10-05,2024-09-13,On time,MÃ¼nchen,,80805,Germany,44.0,30,0.0,0,1320.0,4.3,1324.3,0,0
10488,73,FRANK,8,2,2024-09-07,2024-10-05,2024-09-13,On time,MÃ¼nchen,,80805,Germany,12.0,20,0.2,20,192.0,0.63,192.63,0,0
10489,11,PICCO,6,2,2024-09-08,2024-10-06,2024-09-20,On time,Salzburg,,5020,Austria,16.8,15,0.25,25,189.0,2.28,191.28,0,0
10489,16,PICCO,6,2,2024-09-08,2024-10-06,2024-09-20,On time,Salzburg,,5020,Austria,13.9,18,0.0,0,250.2,3.01,253.21,0,0
10490,59,HILAA,7,2,2024-09-11,2024-10-09,2024-09-14,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,44.0,60,0.0,0,2640.0,175.42,2815.42,0,0
10490,68,HILAA,7,2,2024-09-11,2024-10-09,2024-09-14,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,10.0,30,0.0,0,300.0,19.93,319.93,0,0
10490,75,HILAA,7,2,2024-09-11,2024-10-09,2024-09-14,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,6.2,36,0.0,0,223.2,14.83,238.03,0,0
10491,44,FURIB,8,3,2024-09-11,2024-10-09,2024-09-19,On time,Lisboa,,1675,Portugal,15.5,15,0.15,15,197.62,12.92,210.54,0,0
10491,77,FURIB,8,3,2024-09-11,2024-10-09,2024-09-19,On time,Lisboa,,1675,Portugal,10.4,7,0.15,15,61.88,4.04,65.92,0,0
10492,25,BOTTM,3,1,2024-09-12,2024-10-10,2024-09-22,On time,Tsawassen,BC,T2F 8M4,Canada,11.2,60,0.05,5,638.4,47.17,685.57,0,0
10492,42,BOTTM,3,1,2024-09-12,2024-10-10,2024-09-22,On time,Tsawassen,BC,T2F 8M4,Canada,11.2,20,0.05,5,212.8,15.72,228.52,0,0
10493,65,LAMAI,4,3,2024-09-13,2024-10-11,2024-09-21,On time,Toulouse,,31000,France,16.8,15,0.1,10,226.8,3.97,230.77,0,0
10493,66,LAMAI,4,3,2024-09-13,2024-10-11,2024-09-21,On time,Toulouse,,31000,France,13.6,10,0.1,10,122.4,2.14,124.54,0,0
10493,69,LAMAI,4,3,2024-09-13,2024-10-11,2024-09-21,On time,Toulouse,,31000,France,28.8,10,0.1,10,259.2,4.53,263.73,0,0
10494,56,COMMI,4,2,2024-09-13,2024-10-11,2024-09-20,On time,Sao Paulo,SP,05432-043,Brazil,30.4,30,0.0,0,912.0,65.99,977.99,0,0
10495,23,LAUGB,3,3,2024-09-14,2024-10-12,2024-09-22,On time,Vancouver,BC,V3F 2K1,Canada,7.2,10,0.0,0,72.0,1.2,73.2,0,0
10495,41,LAUGB,3,3,2024-09-14,2024-10-12,2024-09-22,On time,Vancouver,BC,V3F 2K1,Canada,7.7,20,0.0,0,154.0,2.58,156.58,0,0
10495,77,LAUGB,3,3,2024-09-14,2024-10-12,2024-09-22,On time,Vancouver,BC,V3F 2K1,Canada,10.4,5,0.0,0,52.0,0.87,52.87,0,0
10496,31,TRADH,7,2,2024-09-15,2024-10-13,2024-09-18,On time,Sao Paulo,SP,05634-030,Brazil,10.0,20,0.05,5,190.0,46.77,236.77,0,0
10497,56,LEHMS,7,1,2024-09-15,2024-10-13,2024-09-18,On time,Frankfurt a.M.,,60528,Germany,30.4,14,0.0,0,425.6,11.16,436.76,0,0
10497,72,LEHMS,7,1,2024-09-15,2024-10-13,2024-09-18,On time,Frankfurt a.M.,,60528,Germany,27.8,25,0.0,0,695.0,18.23,713.23,0,0
10497,77,LEHMS,7,1,2024-09-15,2024-10-13,2024-09-18,On time,Frankfurt a.M.,,60528,Germany,10.4,25,0.0,0,260.0,6.82,266.82,0,0
10498,24,HILAA,8,2,2024-09-18,2024-10-16,2024-09-22,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,4.5,14,0.0,0,63.0,3.26,66.26,0,0
10498,40,HILAA,8,2,2024-09-18,2024-10-16,2024-09-22,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,18.4,5,0.0,0,92.0,4.76,96.76,0,0
10498,42,HILAA,8,2,2024-09-18,2024-10-16,2024-09-22,On time,San CristÃ³bal,TÃ¡chira,5022,Venezuela,14.0,30,0.0,0,420.0,21.73,441.73,0,0
10499,28,LILAS,4,2,2024-09-19,2024-10-17,2024-09-27,On time,Barquisimeto,Lara,3508,Venezuela,45.6,20,0.0,0,912.0,65.89,977.89,0,0
10499,49,LILAS,4,2,2024-09-19,2024-10-17,2024-09-27,On time,Barquisimeto,Lara,3508,Venezuela,20.0,25,0.0,0,500.0,36.13,536.13,0,0
10500,15,LAMAI,6,1,2024-09-20,2024-10-18,2024-09-28,On time,Toulouse,,31000,France,15.5,12,0.05,5,176.7,14.41,191.11,0,0
10500,28,LAMAI,6,1,2024-09-20,2024-10-18,2024-09-28,On time,Toulouse,,31000,France,45.6,8,0.05,5,346.56,28.27,374.83,0,0
10501,54,BLAUS,9,3,2024-09-20,2024-10-18,2024-09-27,On time,Mannheim,,68306,Germany,7.45,20,0.0,0,149.0,8.85,157.85,0,0
10502,45,PERIC,2,1,2024-09-21,2024-10-19,2024-10-10,On time,MÃ©xico D.F.,,5033,Mexico,9.5,21,0.0,0,199.5,16.94,216.44,0,0
10502,53,PERIC,2,1,2024-09-21,2024-10-19,2024-10-10,On time,MÃ©xico D.F.,,5033,Mexico,32.8,6,0.0,0,196.8,16.71,213.51,0,0
10502,67,PERIC,2,1,2024-09-21,2024-10-19,2024-10-10,On time,MÃ©xico D.F.,,5033,Mexico,14.0,30,0.0,0,420.0,35.67,455.67,0,0
10503,14,HUNGO,6,2,2024-09-22,2024-10-20,2024-09-27,On time,Cork,Co. Cork,,Ireland,23.25,70,0.0,0,1627.5,13.3,1640.8,0,0
10503,65,HUNGO,6,2,2024-09-22,2024-10-20,2024-09-27,On time,Cork,Co. Cork,,Ireland,21.05,20,0.0,0,421.0,3.44,424.44,0,0
10504,2,WHITC,4,3,2024-09-22,2024-10-20,2024-09-29,On time,Seattle,WA,98124,USA,19.0,12,0.0,0,228.0,9.71,237.71,0,0
10504,21,WHITC,4,3,2024-09-22,2024-10-20,2024-09-29,On time,Seattle,WA,98124,USA,10.0,12,0.0,0,120.0,5.11,125.11,0,0
10504,53,WHITC,4,3,2024-09-22,2024-10-20,2024-09-29,On time,Seattle,WA,98124,USA,32.8,10,0.0,0,328.0,13.97,341.97,0,0
10504,61,WHITC,4,3,2024-09-22,2024-10-20,2024-09-29,On time,Seattle,WA,98124,USA,28.5,25,0.0,0,712.5,30.34,742.84,0,0
10505,62,MEREP,3,3,2024-09-25,2024-10-23,2024-10-02,On time,MontrÃ©al,QuÃ©bec,H1J 1C3,Canada,49.3,3,0.0,0,147.9,7.13,155.03,0,0
10506,25,KOENE,9,2,2024-09-26,2024-10-24,2024-10-13,On time,Brandenburg,,14776,Germany,14.0,18,0.1,10,226.8,11.56,238.36,0,0
10506,70,KOENE,9,2,2024-09-26,2024-10-24,2024-10-13,On time,Brandenburg,,14776,Germany,15.0,14,0.1,10,189.0,9.63,198.63,0,0
10507,43,ANTON,7,1,2024-09-26,2024-10-24,2024-10-03,On time,MÃ©xico D.F.,,5023,Mexico,46.0,15,0.15,15,586.5,37.15,623.65,0,0
10507,48,ANTON,7,1,2024-09-26,2024-10-24,2024-10-03,On time,MÃ©xico D.F.,,5023,Mexico,12.75,15,0.15,15,162.56,10.3,172.86,0,0
10508,13,OTTIK,1,2,2024-09-27,2024-10-25,2024-10-24,On time,KÃ¶ln,,50739,Germany,6.0,10,0.0,0,60.0,1.25,61.25,0,0
10508,39,OTTIK,1,2,2024-09-27,2024-10-25,2024-10-24,On time,KÃ¶ln,,50739,Germany,18.0,10,0.0,0,180.0,3.74,183.74,0,0
10509,28,BLAUS,4,1,2024-09-28,2024-10-26,2024-10-10,On time,Mannheim,,68306,Germany,45.6,3,0.0,0,136.8,0.15,136.95,0,0
10510,29,SAVEA,6,3,2024-09-29,2024-10-27,2024-10-09,On time,Boise,ID,83720,USA,123.79,36,0.0,0,4456.44,348.02,4804.46,0,0
10510,75,SAVEA,6,3,2024-09-29,2024-10-27,2024-10-09,On time,Boise,ID,83720,USA,7.75,36,0.1,10,251.1,19.61,270.71,0,0
10511,4,BONAP,4,3,2024-09-29,2024-10-27,2024-10-02,On time,Marseille,,13008,France,22.0,50,0.15,15,935.0,128.57,1063.57,0,0
10511,7,BONAP,4,3,2024-09-29,2024-10-27,2024-10-02,On time,Marseille,,13008,France,30.0,50,0.15,15,1275.0,175.32,1450.32,0,0
10511,8,BONAP,4,3,2024-09-29,2024-10-27,2024-10-02,On time,Marseille,,13008,France,40.0,10,0.15,15,340.0,46.75,386.75,0,0
10512,24,FAMIA,7,2,2024-10-02,2024-10-30,2024-10-05,On time,Sao Paulo,SP,05442-030,Brazil,4.5,10,0.15,15,38.25,0.26,38.51,0,0
10512,46,FAMIA,7,2,2024-10-02,2024-10-30,2024-10-05,On time,Sao Paulo,SP,05442-030,Brazil,12.0,9,0.15,15,91.8,0.62,92.42,0,0
10512,47,FAMIA,7,2,2024-10-02,2024-10-30,2024-10-05,On time,Sao Paulo,SP,05442-030,Brazil,9.5,6,0.15,15,48.45,0.33,48.78,0,0
10512,60,FAMIA,7,2,2024-10-02,2024-10-30,2024-10-05,On time,Sao Paulo,SP,05442-030,Brazil,34.0,12,0.15,15,346.8,2.33,349.13,0,0
10513,21,WANDK,7,1,2024-10-03,2024-11-14,2024-10-09,On time,Stuttgart,,70563,Germany,10.0,40,0.2,20,320.0,17.41,337.41,0,0
10513,32,WANDK,7,1,2024-10-03,2024-11-14,2024-10-09,On time,Stuttgart,,70563,Germany,32.0,50,0.2,20,1280.0,69.64,1349.64,0,0
10513,61,WANDK,7,1,2024-10-03,2024-11-14,2024-10-09,On time,Stuttgart,,70563,Germany,28.5,15,0.2,20,342.0,18.61,360.61,0,0
10514,20,ERNSH,3,2,2024-10-03,2024-10-31,2024-10-27,On time,Graz,,8010,Austria,81.0,39,0.0,0,3159.0,289.38,3448.38,0,0
10514,28,ERNSH,3,2,2024-10-03,2024-10-31,2024-10-27,On time,Graz,,8010,Austria,45.6,35,0.0,0,1596.0,146.2,1742.2,0,0
10514,56,ERNSH,3,2,2024-10-03,2024-10-31,2024-10-27,On time,Graz,,8010,Austria,38.0,70,0.0,0,2660.0,243.67,2903.67,0,0
10514,65,ERNSH,3,2,2024-10-03,2024-10-31,2024-10-27,On time,Graz,,8010,Austria,21.05,39,0.0,0,820.95,75.2,896.15,0,0
10514,75,ERNSH,3,2,2024-10-03,2024-10-31,2024-10-27,On time,Graz,,8010,Austria,7.75,50,0.0,0,387.5,35.5,423.0,0,0
10515,9,QUICK,2,1,2024-10-04,2024-10-18,2024-11-03,Late,Cunewalde,,1307,Germany,97.0,16,0.15,15,1319.2,27.19,1346.39,1,1
10515,16,QUICK,2,1,2024-10-04,2024-10-18,2024-11-03,Late,Cunewalde,,1307,Germany,17.45,50,0.0,0,872.5,17.98,890.48,1,1
10515,27,QUICK,2,1,2024-10-04,2024-10-18,2024-11-03,Late,Cunewalde,,1307,Germany,43.9,120,0.0,0,5268.0,108.57,5376.57,1,1
10515,33,QUICK,2,1,2024-10-04,2024-10-18,2024-11-03,Late,Cunewalde,,1307,Germany,2.5,16,0.15,15,34.0,0.7,34.7,1,1
10515,60,QUICK,2,1,2024-10-04,2024-10-18,2024-11-03,Late,Cunewalde,,1307,Germany,34.0,84,0.15,15,2427.6,50.03,2477.63,1,1
10516,18,HUNGO,2,3,2024-10-05,2024-11-02,2024-10-12,On time,Cork,Co. Cork,,Ireland,62.5,25,0.1,10,1406.25,37.08,1443.33,0,0
10516,41,HUNGO,2,3,2024-10-05,2024-11-02,2024-10-12,On time,Cork,Co. Cork,,Ireland,9.65,80,0.1,10,694.8,18.32,713.12,0,0
10516,42,HUNGO,2,3,2024-10-05,2024-11-02,2024-10-12,On time,Cork,Co. Cork,,Ireland,14.0,20,0.0,0,280.0,7.38,287.38,0,0
10517,52,NORTS,3,3,2024-10-05,2024-11-02,2024-10-10,On time,London,,SW7 1RZ,UK,7.0,6,0.0,0,42.0,3.83,45.83,0,0
10517,59,NORTS,3,3,2024-10-05,2024-11-02,2024-10-10,On time,London,,SW7 1RZ,UK,55.0,4,0.0,0,220.0,20.04,240.04,0,0
10517,70,NORTS,3,3,2024-10-05,2024-11-02,2024-10-10,On time,London,,SW7 1RZ,UK,15.0,6,0.0,0,90.0,8.2,98.2,0,0
10518,24,TORTU,4,2,2024-10-06,2024-10-20,2024-10-16,On time,MÃ©xico D.F.,,5033,Mexico,4.5,5,0.0,0,22.5,1.18,23.68,0,0
10518,38,TORTU,4,2,2024-10-06,2024-10-20,2024-10-16,On time,MÃ©xico D.F.,,5033,Mexico,263.5,15,0.0,0,3952.5,207.77,4160.27,0,0
10518,44,TORTU,4,2,2024-10-06,2024-10-20,2024-10-16,On time,MÃ©xico D.F.,,5033,Mexico,19.45,9,0.0,0,175.05,9.2,184.25,0,0
10519,10,CHOPS,6,3,2024-10-09,2024-11-06,2024-10-12,On time,Bern,,3012,Switzerland,31.0,16,0.05,5,471.2,18.68,489.88,0,0
10519,56,CHOPS,6,3,2024-10-09,2024-11-06,2024-10-12,On time,Bern,,3012,Switzerland,38.0,40,0.0,0,1520.0,60.27,1580.27,0,0
10519,60,CHOPS,6,3,2024-10-09,2024-11-06,2024-10-12,On time,Bern,,3012,Switzerland,34.0,10,0.05,5,323.0,12.81,335.81,0,0
10520,24,SANTG,7,1,2024-10-10,2024-11-07,2024-10-12,On time,Stavern,,4110,Norway,4.5,8,0.0,0,36.0,2.41,38.41,0,0
10520,53,SANTG,7,1,2024-10-10,2024-11-07,2024-10-12,On time,Stavern,,4110,Norway,32.8,5,0.0,0,164.0,10.96,174.96,0,0
10521,35,CACTU,8,2,2024-10-10,2024-11-07,2024-10-13,On time,Buenos Aires,,1010,Argentina,18.0,3,0.0,0,54.0,4.12,58.12,0,0
10521,41,CACTU,8,2,2024-10-10,2024-11-07,2024-10-13,On time,Buenos Aires,,1010,Argentina,9.65,10,0.0,0,96.5,7.37,103.87,0,0
10521,68,CACTU,8,2,2024-10-10,2024-11-07,2024-10-13,On time,Buenos Aires,,1010,Argentina,12.5,6,0.0,0,75.0,5.73,80.73,0,0
10522,1,LEHMS,4,1,2024-10-11,2024-11-08,2024-10-17,On time,Frankfurt a.M.,,60528,Germany,18.0,40,0.2,20,576.0,11.26,587.26,0,0
10522,8,LEHMS,4,1,2024-10-11,2024-11-08,2024-10-17,On time,Frankfurt a.M.,,60528,Germany,40.0,24,0.0,0,960.0,18.77,978.77,0,0
10522,30,LEHMS,4,1,2024-10-11,2024-11-08,2024-10-17,On time,Frankfurt a.M.,,60528,Germany,25.89,20,0.2,20,414.24,8.1,422.34,0,0
10522,40,LEHMS,4,1,2024-10-11,2024-11-08,2024-10-17,On time,Frankfurt a.M.,,60528,Germany,18.4,25,0.2,20,368.0,7.2,375.2,0,0
10523,17,SEVES,7,2,2024-10-12,2024-11-09,2024-11-10,Late,London,,OX15 4NB,UK,39.0,25,0.1,10,877.5,27.87,905.37,1,1
10523,20,SEVES,7,2,2024-10-12,2024-11-09,2024-11-10,Late,London,,OX15 4NB,UK,81.0,15,0.1,10,1093.5,34.73,1128.23,1,1
10523,37,SEVES,7,2,2024-10-12,2024-11-09,2024-11-10,Late,London,,OX15 4NB,UK,26.0,18,0.1,10,421.2,13.38,434.58,1,1
10523,41,SEVES,7,2,2024-10-12,2024-11-09,2024-11-10,Late,London,,OX15 4NB,UK,9.65,6,0.1,10,52.11,1.65,53.76,1,1
10524,10,BERGS,1,2,2024-10-12,2024-11-09,2024-10-18,On time,LuleÃ¥,,S-958 22,Sweden,31.0,2,0.0,0,62.0,4.75,66.75,0,0
10524,30,BERGS,1,2,2024-10-12,2024-11-09,2024-10-18,On time,LuleÃ¥,,S-958 22,Sweden,25.89,10,0.0,0,258.9,19.85,278.75,0,0
10524,43,BERGS,1,2,2024-10-12,2024-11-09,2024-10-18,On time,LuleÃ¥,,S-958 22,Sweden,46.0,60,0.0,0,2760.0,211.62,2971.62,0,0
10524,54,BERGS,1,2,2024-10-12,2024-11-09,2024-10-18,On time,LuleÃ¥,,S-958 22,Sweden,7.45,15,0.0,0,111.75,8.57,120.32,0,0
10525,36,BONAP,1,2,2024-10-13,2024-11-10,2024-11-03,On time,Marseille,,13008,France,19.0,30,0.0,0,570.0,7.7,577.7,0,0
10525,40,BONAP,1,2,2024-10-13,2024-11-10,2024-11-03,On time,Marseille,,13008,France,18.4,15,0.1,10,248.4,3.36,251.76,0,0
10526,1,WARTH,4,2,2024-10-16,2024-11-13,2024-10-26,On time,Oulu,,90110,Finland,18.0,8,0.15,15,122.4,6.23,128.63,0,0
10526,13,WARTH,4,2,2024-10-16,2024-11-13,2024-10-26,On time,Oulu,,90110,Finland,6.0,10,0.0,0,60.0,3.05,63.05,0,0
10526,56,WARTH,4,2,2024-10-16,2024-11-13,2024-10-26,On time,Oulu,,90110,Finland,38.0,30,0.15,15,969.0,49.31,1018.31,0,0
10527,4,QUICK,7,1,2024-10-16,2024-11-13,2024-10-18,On time,Cunewalde,,1307,Germany,22.0,50,0.1,10,990.0,27.6,1017.6,0,0
10527,36,QUICK,7,1,2024-10-16,2024-11-13,2024-10-18,On time,Cunewalde,,1307,Germany,19.0,30,0.1,10,513.0,14.3,527.3,0,0
10528,11,GREAL,6,2,2024-10-17,2024-10-31,2024-10-20,On time,Eugene,OR,97403,USA,21.0,3,0.0,0,63.0,0.54,63.54,0,0
10528,33,GREAL,6,2,2024-10-17,2024-10-31,2024-10-20,On time,Eugene,OR,97403,USA,2.5,8,0.2,20,16.0,0.14,16.14,0,0
10528,72,GREAL,6,2,2024-10-17,2024-10-31,2024-10-20,On time,Eugene,OR,97403,USA,34.8,9,0.0,0,313.2,2.68,315.88,0,0
10529,55,MAISD,5,2,2024-10-18,2024-11-15,2024-10-20,On time,Bruxelles,,B-1180,Belgium,24.0,14,0.0,0,336.0,23.69,359.69,0,0
10529,68,MAISD,5,2,2024-10-18,2024-11-15,2024-10-20,On time,Bruxelles,,B-1180,Belgium,12.5,20,0.0,0,250.0,17.62,267.62,0,0
10529,69,MAISD,5,2,2024-10-18,2024-11-15,2024-10-20,On time,Bruxelles,,B-1180,Belgium,36.0,10,0.0,0,360.0,25.38,385.38,0,0
10530,17,PICCO,3,2,2024-10-19,2024-11-16,2024-10-23,On time,Salzburg,,5020,Austria,39.0,40,0.0,0,1560.0,126.6,1686.6,0,0
10530,43,PICCO,3,2,2024-10-19,2024-11-16,2024-10-23,On time,Salzburg,,5020,Austria,46.0,25,0.0,0,1150.0,93.33,1243.33,0,0
10530,61,PICCO,3,2,2024-10-19,2024-11-16,2024-10-23,On time,Salzburg,,5020,Austria,28.5,20,0.0,0,570.0,46.26,616.26,0,0
10530,76,PICCO,3,2,2024-10-19,2024-11-16,2024-10-23,On time,Salzburg,,5020,Austria,18.0,50,0.0,0,900.0,73.04,973.04,0,0
10531,59,OCEAN,7,1,2024-10-19,2024-11-16,2024-10-30,On time,Buenos Aires,,1010,Argentina,55.0,2,0.0,0,110.0,8.12,118.12,0,0
10532,30,EASTC,7,3,2024-10-20,2024-11-17,2024-10-23,On time,London,,WX3 6FW,UK,25.89,15,0.0,0,388.35,36.31,424.66,0,0
10532,66,EASTC,7,3,2024-10-20,2024-11-17,2024-10-23,On time,London,,WX3 6FW,UK,17.0,24,0.0,0,408.0,38.15,446.15,0,0
10533,4,FOLKO,8,1,2024-10-23,2024-11-20,2024-11-02,On time,BrÃ¤cke,,S-844 67,Sweden,22.0,50,0.05,5,1045.0,88.43,1133.43,0,0
10533,72,FOLKO,8,1,2024-10-23,2024-11-20,2024-11-02,On time,BrÃ¤cke,,S-844 67,Sweden,34.8,24,0.0,0,835.2,70.67,905.87,0,0
10533,73,FOLKO,8,1,2024-10-23,2024-11-20,2024-11-02,On time,BrÃ¤cke,,S-844 67,Sweden,15.0,24,0.05,5,342.0,28.94,370.94,0,0
